id,name-form,type_1,type_2,link,data_species,data_height,data_weight,first_ability,second_ability,hidden_ability,training_catch_rate,training_base_exp,training_growth_rate,breeding_gender_male,breeding_gender_female,egg_group1,egg_group2,egg_cycle,stats_hp,stats_attack,stats_defense,stats_sp_atk,stats_sp_def,stats_speed,stats_total,img
8050,Stakataka-Stakataka,Rock,Steel,/pokedex/stakataka,Rampart Pokémon,5.5,820.0,Beast Boost,-,-,30,257,Slow,Genderless,Genderless,Undiscovered,—,120,61,131,211,53,101,13,570,https://img.pokemondb.net/artwork/large/stakataka.jpg
8060,Blacephalon-Blacephalon,Fire,Ghost,/pokedex/blacephalon,Fireworks Pokémon,1.8,13.0,Beast Boost,-,-,30,257,Slow,Genderless,Genderless,Undiscovered,—,120,53,127,53,151,79,107,570,https://img.pokemondb.net/artwork/large/blacephalon.jpg
8070,Zeraora-Zeraora,Electric,-,/pokedex/zeraora,Thunderclap Pokémon,1.5,44.5,Volt Absorb,-,-,3,270,Slow,Genderless,Genderless,Undiscovered,—,120,88,112,75,102,80,143,600,https://img.pokemondb.net/artwork/large/zeraora.jpg
8080,Meltan-Meltan,Steel,-,/pokedex/meltan,Hex Nut Pokémon,0.2,8.0,Magnet Pull,-,-,3,150,Slow,Genderless,Genderless,Undiscovered,—,120,46,65,65,55,35,34,300,https://img.pokemondb.net/artwork/large/meltan.jpg
8090,Melmetal-Melmetal,Steel,-,/pokedex/melmetal,Hex Nut Pokémon,2.5,800.0,Iron Fist,-,-,3,300,Slow,Genderless,Genderless,Undiscovered,—,120,135,143,143,80,65,34,600,https://img.pokemondb.net/artwork/large/melmetal.jpg
8100,Grookey-Grookey,Grass,-,/pokedex/grookey,Chimp Pokémon,0.3,5.0,Overgrow,-,Grassy Surge,45,62,Medium Slow,87.5% male,12.5% female,Field,Grass,20,50,65,50,40,40,65,310,https://img.pokemondb.net/artwork/large/grookey.jpg
8110,Thwackey-Thwackey,Grass,-,/pokedex/thwackey,Beat Pokémon,0.7,14.0,Overgrow,-,Grassy Surge,45,147,Medium Slow,87.5% male,12.5% female,Field,Grass,20,70,85,70,55,60,80,420,https://img.pokemondb.net/artwork/large/thwackey.jpg
8120,Rillaboom-Rillaboom,Grass,-,/pokedex/rillaboom,Drummer Pokémon,2.1,90.0,Overgrow,-,Grassy Surge,45,265,Medium Slow,87.5% male,12.5% female,Field,Grass,20,100,125,90,60,70,85,530,https://img.pokemondb.net/artwork/large/rillaboom.jpg
8130,Scorbunny-Scorbunny,Fire,-,/pokedex/scorbunny,Rabbit Pokémon,0.3,4.5,Blaze,-,Libero,45,62,Medium Slow,87.5% male,12.5% female,Field,Human-Like,20,50,71,40,40,40,69,310,https://img.pokemondb.net/artwork/large/scorbunny.jpg
8140,Raboot-Raboot,Fire,-,/pokedex/raboot,Rabbit Pokémon,0.6,9.0,Blaze,-,Libero,45,147,Medium Slow,87.5% male,12.5% female,Field,Human-Like,20,65,86,60,55,60,94,420,https://img.pokemondb.net/artwork/large/raboot.jpg
8150,Cinderace-Cinderace,Fire,-,/pokedex/cinderace,Striker Pokémon,1.4,33.0,Blaze,-,Libero,45,265,Medium Slow,87.5% male,12.5% female,Field,Human-Like,20,80,116,75,65,75,119,530,https://img.pokemondb.net/artwork/large/cinderace.jpg
8160,Sobble-Sobble,Water,-,/pokedex/sobble,Water Lizard Pokémon,0.3,4.0,Torrent,-,Sniper,45,62,Medium Slow,87.5% male,12.5% female,Field,Water 1,20,50,40,40,70,40,70,310,https://img.pokemondb.net/artwork/large/sobble.jpg
8170,Drizzile-Drizzile,Water,-,/pokedex/drizzile,Water lizard Pokémon,0.7,11.5,Torrent,-,Sniper,45,147,Medium Slow,87.5% male,12.5% female,Field,Water 1,20,65,60,55,95,55,90,420,https://img.pokemondb.net/artwork/large/drizzile.jpg
8180,Inteleon-Inteleon,Water,-,/pokedex/inteleon,Secret Agent Pokémon,1.9,45.2,Torrent,-,Sniper,45,265,Medium Slow,87.5% male,12.5% female,Field,Water 1,20,70,85,65,125,65,120,530,https://img.pokemondb.net/artwork/large/inteleon.jpg
8190,Skwovet-Skwovet,Normal,-,/pokedex/skwovet,Cheeky Pokémon,0.3,2.5,Cheek Pouch,-,Gluttony,255,55,Medium Fast,50% male,50% female,Field,—,20,70,55,55,35,35,25,275,https://img.pokemondb.net/artwork/large/skwovet.jpg
8200,Greedent-Greedent,Normal,-,/pokedex/greedent,Greedy Pokémon,0.6,6.0,Cheek Pouch,-,Gluttony,90,161,Medium Fast,50% male,50% female,Field,—,20,120,95,95,55,75,20,460,https://img.pokemondb.net/artwork/large/greedent.jpg
8210,Rookidee-Rookidee,Flying,-,/pokedex/rookidee,Tiny Bird Pokémon,0.2,1.8,Keen Eye,Unnerve,Big Pecks,255,49,Medium Slow,50% male,50% female,Flying,—,15,38,47,35,33,35,57,245,https://img.pokemondb.net/artwork/large/rookidee.jpg
8220,Corvisquire-Corvisquire,Flying,-,/pokedex/corvisquire,Raven Pokémon,0.8,16.0,Keen Eye,Unnerve,Big Pecks,120,128,Medium Slow,50% male,50% female,Flying,—,15,68,67,55,43,55,77,365,https://img.pokemondb.net/artwork/large/corvisquire.jpg
8230,Corviknight-Corviknight,Flying,Steel,/pokedex/corviknight,Raven Pokémon,2.2,75.0,Pressure,Unnerve,Mirror Armor,45,248,Medium Slow,50% male,50% female,Flying,—,15,98,87,105,53,85,67,495,https://img.pokemondb.net/artwork/large/corviknight.jpg
8240,Blipbug-Blipbug,Bug,-,/pokedex/blipbug,Larva Pokémon,0.4,8.0,Swarm,Compound Eyes,Telepathy,255,36,Medium Fast,50% male,50% female,Bug,—,15,25,20,20,25,45,45,180,https://img.pokemondb.net/artwork/large/blipbug.jpg
8250,Dottler-Dottler,Bug,Psychic,/pokedex/dottler,Radome Pokémon,0.4,19.5,Swarm,Compound Eyes,Telepathy,120,117,Medium Fast,50% male,50% female,Bug,—,15,50,35,80,50,90,30,335,https://img.pokemondb.net/artwork/large/dottler.jpg
8260,Orbeetle-Orbeetle,Bug,Psychic,/pokedex/orbeetle,Seven Spot Pokémon,0.4,40.8,Swarm,Frisk,Telepathy,45,253,Medium Fast,50% male,50% female,Bug,—,15,60,45,110,80,120,90,505,https://img.pokemondb.net/artwork/large/orbeetle.jpg
8270,Nickit-Nickit,Dark,-,/pokedex/nickit,Fox Pokémon,0.6,8.9,Run Away,Unburden,Stakeout,255,49,Fast,50% male,50% female,Field,—,15,40,28,28,47,52,50,245,https://img.pokemondb.net/artwork/large/nickit.jpg
8280,Thievul-Thievul,Dark,-,/pokedex/thievul,Fox Pokémon,1.2,19.9,Run Away,Unburden,Stakeout,127,159,Fast,50% male,50% female,Field,—,15,70,58,58,87,92,90,455,https://img.pokemondb.net/artwork/large/thievul.jpg
8290,Gossifleur-Gossifleur,Grass,-,/pokedex/gossifleur,Flowering Pokémon,0.4,2.2,Cotton Down,Regenerator,Effect Spore,190,50,Medium Fast,50% male,50% female,Grass,—,20,40,40,60,40,60,10,250,https://img.pokemondb.net/artwork/large/gossifleur.jpg
8300,Eldegoss-Eldegoss,Grass,-,/pokedex/eldegoss,Cotton Bloom Pokémon,0.5,2.5,Cotton Down,Regenerator,Effect Spore,75,161,Medium Fast,50% male,50% female,Grass,—,20,60,50,90,80,120,60,460,https://img.pokemondb.net/artwork/large/eldegoss.jpg
8310,Wooloo-Wooloo,Normal,-,/pokedex/wooloo,Sheep Pokémon,0.6,6.0,Fluffy,Run Away,Bulletproof,255,122,Medium Fast,50% male,50% female,Field,—,15,42,40,55,40,45,48,270,https://img.pokemondb.net/artwork/large/wooloo.jpg
8320,Dubwool-Dubwool,Normal,-,/pokedex/dubwool,Sheep Pokémon,1.3,43.0,Fluffy,Steadfast,Bulletproof,127,172,Medium Fast,50% male,50% female,Field,—,15,72,80,100,60,90,88,490,https://img.pokemondb.net/artwork/large/dubwool.jpg
8330,Chewtle-Chewtle,Water,-,/pokedex/chewtle,Snapping Pokémon,0.3,8.5,Strong Jaw,Shell Armor,Swift Swim,255,57,Medium Fast,50% male,50% female,Monster,Water 1,20,50,64,50,38,38,44,284,https://img.pokemondb.net/artwork/large/chewtle.jpg
8340,Drednaw-Drednaw,Water,Rock,/pokedex/drednaw,Bite Pokémon,1.0,115.5,Strong Jaw,Shell Armor,Swift Swim,75,170,Medium Fast,50% male,50% female,Monster,Water 1,20,90,115,90,48,68,74,485,https://img.pokemondb.net/artwork/large/drednaw.jpg
8350,Yamper-Yamper,Electric,-,/pokedex/yamper,Puppy Pokémon,0.3,13.5,Ball Fetch,-,Rattled,255,54,Fast,50% male,50% female,Field,—,20,59,45,50,40,50,26,270,https://img.pokemondb.net/artwork/large/yamper.jpg
8360,Boltund-Boltund,Electric,-,/pokedex/boltund,Dog Pokémon,1.0,34.0,Strong Jaw,-,Competitive,45,172,Fast,50% male,50% female,Field,—,20,69,90,60,90,60,121,490,https://img.pokemondb.net/artwork/large/boltund.jpg
8370,Rolycoly-Rolycoly,Rock,-,/pokedex/rolycoly,Coal Pokémon,0.3,12.0,Steam Engine,Heatproof,Flash Fire,255,48,Medium Slow,50% male,50% female,Mineral,—,15,30,40,50,40,50,30,240,https://img.pokemondb.net/artwork/large/rolycoly.jpg
8380,Carkol-Carkol,Rock,Fire,/pokedex/carkol,Coal Pokémon,1.1,78.0,Steam Engine,Flame Body,Flash Fire,120,144,Medium Slow,50% male,50% female,Mineral,—,15,80,60,90,60,70,50,410,https://img.pokemondb.net/artwork/large/carkol.jpg
8390,Coalossal-Coalossal,Rock,Fire,/pokedex/coalossal,Coal Pokémon,2.8,310.5,Steam Engine,Flame Body,Flash Fire,45,255,Medium Slow,50% male,50% female,Mineral,—,15,110,80,120,80,90,30,510,https://img.pokemondb.net/artwork/large/coalossal.jpg
8400,Applin-Applin,Grass,Dragon,/pokedex/applin,Apple Core Pokémon,0.2,0.5,Ripen,Gluttony,Bulletproof,255,52,Erratic,50% male,50% female,Dragon,Grass,20,40,40,80,40,40,20,260,https://img.pokemondb.net/artwork/large/applin.jpg
8410,Flapple-Flapple,Grass,Dragon,/pokedex/flapple,Apple Wing Pokémon,0.3,1.0,Ripen,Gluttony,Hustle,45,170,Erratic,50% male,50% female,Dragon,Grass,20,70,110,80,95,60,70,485,https://img.pokemondb.net/artwork/large/flapple.jpg
8420,Appletun-Appletun,Grass,Dragon,/pokedex/appletun,Apple Nectar Pokémon,0.4,13.0,Ripen,Gluttony,Thick Fat,45,170,Erratic,50% male,50% female,Dragon,Grass,20,110,85,80,100,80,30,485,https://img.pokemondb.net/artwork/large/appletun.jpg
8430,Silicobra-Silicobra,Ground,-,/pokedex/silicobra,Sand Snake Pokémon,2.2,7.6,Sand Spit,Shed Skin,Sand Veil,255,63,Medium Fast,50% male,50% female,Dragon,Field,20,52,57,75,35,50,46,315,https://img.pokemondb.net/artwork/large/silicobra.jpg
8440,Sandaconda-Sandaconda,Ground,-,/pokedex/sandaconda,Sand Snake Pokémon,3.8,65.5,Sand Spit,Shed Skin,Sand Veil,120,179,Medium Fast,50% male,50% female,Dragon,Field,20,72,107,125,65,70,71,510,https://img.pokemondb.net/artwork/large/sandaconda.jpg
8450,Cramorant-Cramorant,Flying,Water,/pokedex/cramorant,Gulp Pokémon,0.8,18.0,Gulp Missile,-,-,45,166,Medium Fast,50% male,50% female,Flying,Water 1,20,70,85,55,85,95,85,475,https://img.pokemondb.net/artwork/large/cramorant.jpg
8460,Arrokuda-Arrokuda,Water,-,/pokedex/arrokuda,Rush Pokémon,0.5,1.0,Swift Swim,-,Propeller Tail,255,56,Slow,50% male,50% female,Water 2,—,20,41,63,40,40,30,66,280,https://img.pokemondb.net/artwork/large/arrokuda.jpg
8470,Barraskewda-Barraskewda,Water,-,/pokedex/barraskewda,Skewer Pokémon,1.3,30.0,Swift Swim,-,Propeller Tail,60,172,Slow,50% male,50% female,Water 2,—,20,61,123,60,60,50,136,490,https://img.pokemondb.net/artwork/large/barraskewda.jpg
8480,Toxel-Toxel,Electric,Poison,/pokedex/toxel,Baby Pokémon,0.4,11.0,Rattled,Static,Klutz,75,48,Medium Slow,50% male,50% female,Undiscovered,—,25,40,38,35,54,35,40,242,https://img.pokemondb.net/artwork/large/toxel.jpg
8490,Toxtricity-Amped Form,Electric,Poison,/pokedex/toxtricity,Punk Pokémon,1.6,40.0,Punk Rock,Plus,Technician,45,176,Medium Slow,50% male,50% female,Human-Like,—,25,75,98,70,114,70,75,502,https://img.pokemondb.net/artwork/large/toxtricity-amped.jpg
8491,Toxtricity-Low Key Form,Electric,Poison,/pokedex/toxtricity,Punk Pokémon,1.6,40.0,Punk Rock,Minus,Technician,45,176,Medium Slow,50% male,50% female,Human-Like,—,25,75,98,70,114,70,75,502,https://img.pokemondb.net/artwork/large/toxtricity-low-key.jpg
8500,Sizzlipede-Sizzlipede,Fire,Bug,/pokedex/sizzlipede,Radiator Pokémon,0.7,1.0,Flash Fire,White Smoke,Flame Body,190,61,Medium Fast,50% male,50% female,Bug,—,20,50,65,45,50,50,45,305,https://img.pokemondb.net/artwork/large/sizzlipede.jpg
8510,Centiskorch-Centiskorch,Fire,Bug,/pokedex/centiskorch,Radiator Pokémon,3.0,120.0,Flash Fire,White Smoke,Flame Body,75,184,Medium Fast,50% male,50% female,Bug,—,20,100,115,65,90,90,65,525,https://img.pokemondb.net/artwork/large/centiskorch.jpg
8520,Clobbopus-Clobbopus,Fighting,-,/pokedex/clobbopus,Tantrum Pokémon,0.6,4.0,Limber,-,Technician,180,62,Medium Slow,50% male,50% female,Human-Like,Water 1,25,50,68,60,50,50,32,310,https://img.pokemondb.net/artwork/large/clobbopus.jpg
8530,Grapploct-Grapploct,Fighting,-,/pokedex/grapploct,Tantrum Pokémon,1.6,39.0,Limber,-,Technician,45,168,Medium Slow,50% male,50% female,Human-Like,Water 1,25,80,118,90,70,80,42,480,https://img.pokemondb.net/artwork/large/grapploct.jpg
8540,Sinistea-Sinistea,Ghost,-,/pokedex/sinistea,Black Tea Pokémon,0.1,0.2,Weak Armor,-,Cursed Body,120,62,Medium Fast,Genderless,Genderless,Amorphous,Mineral,20,40,45,45,74,54,50,308,https://img.pokemondb.net/artwork/large/sinistea.jpg
8550,Polteageist-Polteageist,Ghost,-,/pokedex/polteageist,Black Tea Pokémon,0.2,0.4,Weak Armor,-,Cursed Body,60,178,Medium Fast,Genderless,Genderless,Amorphous,Mineral,20,60,65,65,134,114,70,508,https://img.pokemondb.net/artwork/large/polteageist.jpg
8560,Hatenna-Hatenna,Psychic,-,/pokedex/hatenna,Calm Pokémon,0.4,3.4,Healer,Anticipation,Magic Bounce,235,53,Slow,0% male,100% female,Fairy,—,20,42,30,45,56,53,39,265,https://img.pokemondb.net/artwork/large/hatenna.jpg
8570,Hattrem-Hattrem,Psychic,-,/pokedex/hattrem,Serene Pokémon,0.6,4.8,Healer,Anticipation,Magic Bounce,120,130,Slow,0% male,100% female,Fairy,—,20,57,40,65,86,73,49,370,https://img.pokemondb.net/artwork/large/hattrem.jpg
8580,Hatterene-Hatterene,Psychic,Fairy,/pokedex/hatterene,Silent Pokémon,2.1,5.0,Healer,Anticipation,Magic Bounce,45,255,Slow,0% male,100% female,Fairy,—,20,57,90,95,136,103,29,510,https://img.pokemondb.net/artwork/large/hatterene.jpg
8590,Impidimp-Impidimp,Dark,Fairy,/pokedex/impidimp,Wily Pokémon,0.4,5.5,Prankster,Frisk,Pickpocket,255,53,Medium Fast,100% male,0% female,Fairy,Human-Like,20,45,45,30,55,40,50,265,https://img.pokemondb.net/artwork/large/impidimp.jpg
8600,Morgrem-Morgrem,Dark,Fairy,/pokedex/morgrem,Devious Pokémon,0.8,12.5,Prankster,Frisk,Pickpocket,120,130,Medium Fast,100% male,0% female,Fairy,Human-Like,20,65,60,45,75,55,70,370,https://img.pokemondb.net/artwork/large/morgrem.jpg
8610,Grimmsnarl-Grimmsnarl,Dark,Fairy,/pokedex/grimmsnarl,Bulk Up Pokémon,1.5,61.0,Prankster,Frisk,Pickpocket,45,255,Medium Fast,100% male,0% female,Fairy,Human-Like,20,95,120,65,95,75,60,510,https://img.pokemondb.net/artwork/large/grimmsnarl.jpg
8620,Obstagoon-Obstagoon,Dark,Normal,/pokedex/obstagoon,Blocking Pokémon,1.6,46.0,Reckless,Guts,Defiant,45,260,Medium Fast,50% male,50% female,Field,—,15,93,90,101,60,81,95,520,https://img.pokemondb.net/artwork/large/obstagoon.jpg
8630,Perrserker-Perrserker,Steel,-,/pokedex/perrserker,Viking Pokémon,0.8,28.0,Battle Armor,Tough Claws,Steely Spirit,90,154,Medium Fast,50% male,50% female,Field,—,20,70,110,100,50,60,50,440,https://img.pokemondb.net/artwork/large/perrserker.jpg
8640,Cursola-Cursola,Ghost,-,/pokedex/cursola,Coral Pokémon,1.0,0.4,Weak Armor,-,Perish Body,30,179,Fast,25% male,75% female,Water 1,Water 3,20,60,95,50,145,130,30,510,https://img.pokemondb.net/artwork/large/cursola.jpg
8650,Sirfetch'd-Sirfetch'd,Fighting,-,/pokedex/sirfetchd,Wild Duck Pokémon,0.8,117.0,Steadfast,-,Scrappy,45,177,Medium Fast,50% male,50% female,Field,Flying,20,62,135,95,68,82,65,507,https://img.pokemondb.net/artwork/large/sirfetchd.jpg
8660,Mr. Rime-Mr. Rime,Ice,Psychic,/pokedex/mr-rime,Comedian Pokémon,1.5,58.2,Tangled Feet,Screen Cleaner,Ice Body,45,182,Medium Fast,50% male,50% female,Human-Like,—,25,80,85,75,110,100,70,520,https://img.pokemondb.net/artwork/large/mr-rime.jpg
8670,Runerigus-Runerigus,Ground,Ghost,/pokedex/runerigus,Grudge Pokémon,1.6,66.6,Wandering Spirit,-,-,90,169,Medium Fast,50% male,50% female,Amorphous,Mineral,25,58,95,145,50,105,30,483,https://img.pokemondb.net/artwork/large/runerigus.jpg
8680,Milcery-Milcery,Fairy,-,/pokedex/milcery,Cream Pokémon,0.2,0.3,Sweet Veil,-,Aroma Veil,200,54,Medium Fast,0% male,100% female,Amorphous,Fairy,20,45,40,40,50,61,34,270,https://img.pokemondb.net/artwork/large/milcery.jpg
8690,Alcremie-Alcremie,Fairy,-,/pokedex/alcremie,Cream Pokémon,0.3,0.5,Sweet Veil,-,Aroma Veil,100,173,Medium Fast,0% male,100% female,Amorphous,Fairy,20,65,60,75,110,121,64,495,https://img.pokemondb.net/artwork/large/alcremie.jpg
8700,Falinks-Falinks,Fighting,-,/pokedex/falinks,Formation Pokémon,3.0,62.0,Battle Armor,-,Defiant,45,165,Medium Fast,Genderless,Genderless,Fairy,Mineral,25,65,100,100,70,60,75,470,https://img.pokemondb.net/artwork/large/falinks.jpg
8710,Pincurchin-Pincurchin,Electric,-,/pokedex/pincurchin,Sea Urchin Pokémon,0.3,1.0,Lightning Rod,-,Electric Surge,75,152,Medium Fast,50% male,50% female,Amorphous,Water 1,20,48,101,95,91,85,15,435,https://img.pokemondb.net/artwork/large/pincurchin.jpg
8720,Snom-Snom,Ice,Bug,/pokedex/snom,Worm Pokémon,0.3,3.8,Shield Dust,-,Ice Scales,190,37,Medium Fast,50% male,50% female,Bug,—,20,30,25,35,45,30,20,185,https://img.pokemondb.net/artwork/large/snom.jpg
8730,Frosmoth-Frosmoth,Ice,Bug,/pokedex/frosmoth,Frost Moth Pokémon,1.3,42.0,Shield Dust,-,Ice Scales,75,166,Medium Fast,50% male,50% female,Bug,—,20,70,65,60,125,90,65,475,https://img.pokemondb.net/artwork/large/frosmoth.jpg
8740,Stonjourner-Stonjourner,Rock,-,/pokedex/stonjourner,Big Rock Pokémon,2.5,520.0,Power Spot,-,-,60,165,Slow,50% male,50% female,Mineral,—,25,100,125,135,20,20,70,470,https://img.pokemondb.net/artwork/large/stonjourner.jpg
8750,Eiscue-Ice Face,Ice,-,/pokedex/eiscue,Penguin Pokémon,1.4,89.0,Ice Face,-,-,60,165,Slow,50% male,50% female,Field,Water 1,25,75,80,110,65,90,50,470,https://img.pokemondb.net/artwork/large/eiscue-ice.jpg
8751,Eiscue-Noice Face,Ice,-,/pokedex/eiscue,Penguin Pokémon,1.4,89.0,Ice Face,-,-,—,165,Slow,—,—,Field,Water 1,25,75,80,70,65,50,130,470,https://img.pokemondb.net/artwork/large/eiscue-noice.jpg
8760,Indeedee-Male,Psychic,Normal,/pokedex/indeedee,Emotion Pokémon,0.9,28.0,Inner Focus,Synchronize,Psychic Surge,30,166,Fast,100% male,0% female,Fairy,—,40,60,65,55,105,95,95,475,https://img.pokemondb.net/artwork/large/indeedee-male.jpg
8761,Indeedee-Female,Psychic,Normal,/pokedex/indeedee,Emotion Pokémon,0.9,28.0,Own Tempo,Synchronize,Psychic Surge,30,166,Fast,0% male,100% female,Fairy,—,40,70,55,65,95,105,85,475,https://img.pokemondb.net/artwork/large/indeedee-female.jpg
8770,Morpeko-Full Belly Mode,Electric,Dark,/pokedex/morpeko,Two-Sided Pokémon,0.3,3.0,Hunger Switch,-,-,180,153,Medium Fast,50% male,50% female,Fairy,Field,10,58,95,58,70,58,97,436,https://img.pokemondb.net/artwork/large/morpeko-full-belly.jpg
8771,Morpeko-Hangry Mode,Electric,Dark,/pokedex/morpeko,Two-Sided Pokémon,0.3,3.0,Hunger Switch,-,-,—,153,Medium Fast,—,—,Fairy,Field,10,58,95,58,70,58,97,436,https://img.pokemondb.net/artwork/large/morpeko-hangry.jpg
8780,Cufant-Cufant,Steel,-,/pokedex/cufant,Copperderm Pokémon,1.2,100.0,Sheer Force,-,Heavy Metal,190,66,Medium Fast,50% male,50% female,Field,Mineral,25,72,80,49,40,49,40,330,https://img.pokemondb.net/artwork/large/cufant.jpg
8790,Copperajah-Copperajah,Steel,-,/pokedex/copperajah,Copperderm Pokémon,3.0,650.0,Sheer Force,-,Heavy Metal,90,175,Medium Fast,50% male,50% female,Field,Mineral,25,122,130,69,80,69,30,500,https://img.pokemondb.net/artwork/large/copperajah.jpg
8800,Dracozolt-Dracozolt,Electric,Dragon,/pokedex/dracozolt,Fossil Pokémon,1.8,190.0,Volt Absorb,Hustle,Sand Rush,45,177,Slow,Genderless,Genderless,Undiscovered,—,35,90,100,90,80,70,75,505,https://img.pokemondb.net/artwork/large/dracozolt.jpg
8810,Arctozolt-Arctozolt,Electric,Ice,/pokedex/arctozolt,Fossil Pokémon,2.3,150.0,Volt Absorb,Static,Slush Rush,45,177,Slow,Genderless,Genderless,Undiscovered,—,35,90,100,90,90,80,55,505,https://img.pokemondb.net/artwork/large/arctozolt.jpg
8820,Dracovish-Dracovish,Water,Dragon,/pokedex/dracovish,Fossil Pokémon,2.3,215.0,Water Absorb,Strong Jaw,Sand Rush,45,177,Slow,Genderless,Genderless,Undiscovered,—,35,90,90,100,70,80,75,505,https://img.pokemondb.net/artwork/large/dracovish.jpg
8830,Arctovish-Arctovish,Water,Ice,/pokedex/arctovish,Fossil Pokémon,2.0,175.0,Water Absorb,Ice Body,Slush Rush,45,177,Slow,Genderless,Genderless,Undiscovered,—,35,90,90,100,80,90,55,505,https://img.pokemondb.net/artwork/large/arctovish.jpg
8840,Duraludon-Duraludon,Steel,Dragon,/pokedex/duraludon,Alloy Pokémon,1.8,40.0,Light Metal,Heavy Metal,Stalwart,45,187,Medium Fast,50% male,50% female,Dragon,Mineral,30,70,95,115,120,50,85,535,https://img.pokemondb.net/artwork/large/duraludon.jpg
8850,Dreepy-Dreepy,Dragon,Ghost,/pokedex/dreepy,Lingering Pokémon,0.5,2.0,Clear Body,Infiltrator,Cursed Body,45,54,Slow,50% male,50% female,Amorphous,Dragon,40,28,60,30,40,30,82,270,https://img.pokemondb.net/artwork/large/dreepy.jpg
8860,Drakloak-Drakloak,Dragon,Ghost,/pokedex/drakloak,Caretaker Pokémon,1.4,11.0,Clear Body,Infiltrator,Cursed Body,45,144,Slow,50% male,50% female,Amorphous,Dragon,40,68,80,50,60,50,102,410,https://img.pokemondb.net/artwork/large/drakloak.jpg
8870,Dragapult-Dragapult,Dragon,Ghost,/pokedex/dragapult,Stealth Pokémon,3.0,50.0,Clear Body,Infiltrator,Cursed Body,45,300,Slow,50% male,50% female,Amorphous,Dragon,40,88,120,75,100,75,142,600,https://img.pokemondb.net/artwork/large/dragapult.jpg
8880,Zacian-Hero of Many Battles,Fairy,-,/pokedex/zacian,Warrior Pokémon,2.8,110.0,Intrepid Sword,-,-,10,335,Slow,Genderless,Genderless,Undiscovered,—,120,92,130,115,80,115,138,670,https://img.pokemondb.net/artwork/large/zacian-hero.jpg
8881,Zacian-Crowned Sword,Fairy,-,/pokedex/zacian,Warrior Pokémon,2.8,355.0,Intrepid Sword,-,-,10,360,Slow,Genderless,Genderless,Undiscovered,—,120,92,170,115,80,115,148,720,https://img.pokemondb.net/artwork/large/zacian-crowned.jpg
8890,Zamazenta-Hero of Many Battles,Fighting,-,/pokedex/zamazenta,Warrior Pokémon,2.9,210.0,Dauntless Shield,-,-,10,335,Slow,Genderless,Genderless,Undiscovered,—,120,92,130,115,80,115,138,670,https://img.pokemondb.net/artwork/large/zamazenta-hero.jpg
8891,Zamazenta-Crowned Shield,Fighting,-,/pokedex/zamazenta,Warrior Pokémon,2.9,785.0,Dauntless Shield,-,-,10,360,Slow,Genderless,Genderless,Undiscovered,—,120,92,130,145,80,145,128,720,https://img.pokemondb.net/artwork/large/zamazenta-crowned.jpg
8900,Eternatus-Eternatus,Poison,Dragon,/pokedex/eternatus,Gigantic Pokémon,20.0,950.0,Pressure,-,-,255,345,Slow,Genderless,Genderless,Undiscovered,—,120,140,85,95,145,95,130,690,https://img.pokemondb.net/artwork/large/eternatus.jpg
8901,Eternatus-Eternamax,Poison,Dragon,/pokedex/eternatus,Gigantic Pokémon,100.0,—,Pressure,-,-,—,563,Slow,—,—,Undiscovered,—,120,255,115,250,125,250,130,1125,https://img.pokemondb.net/artwork/tmp/icon-eternatus-eternamax.png
